sample_code	Chla	lakeID	monthID	year	season	season_year	month_code	column	lake_month	day_number	month_number	lake_season
VSS_M_W2	81.8	VSS	Jul.	2022	summer	summer_2022	M	W2	VSS_M	401	13	VSS_summer_2022
VSS_M_W3	73.8	VSS	Jul.	2022	summer	summer_2022	M	W3	VSS_M	401	13	VSS_summer_2022
VSS_N_W1	237.7	VSS	Aug.	2022	summer	summer_2022	N	W1	VSS_N	429	14	VSS_summer_2022
VSS_N_W2	231.8	VSS	Aug.	2022	summer	summer_2022	N	W2	VSS_N	429	14	VSS_summer_2022
VSS_N_W3	183.5	VSS	Aug.	2022	summer	summer_2022	N	W3	VSS_N	429	14	VSS_summer_2022
VSS_O_W1	110.9	VSS	Sep.	2022	fall	fall_2022	O	W1	VSS_O	464	15	VSS_fall_2022
VSS_O_W2	76.6	VSS	Sep.	2022	fall	fall_2022	O	W2	VSS_O	464	15	VSS_fall_2022
VSS_O_W3	77.8	VSS	Sep.	2022	fall	fall_2022	O	W3	VSS_O	464	15	VSS_fall_2022
VSS_P_W1	7.9	VSS	Oct.	2022	fall	fall_2022	P	W1	VSS_P	492	16	VSS_fall_2022
VSS_P_W2	6.72	VSS	Oct.	2022	fall	fall_2022	P	W2	VSS_P	492	16	VSS_fall_2022
VSS_P_W3	7.13	VSS	Oct.	2022	fall	fall_2022	P	W3	VSS_P	492	16	VSS_fall_2022
VSS_Q_W1	35.4	VSS	Nov.	2022	fall	fall_2022	Q	W1	VSS_Q	521	17	VSS_fall_2022
VSS_Q_W2	39.18	VSS	Nov.	2022	fall	fall_2022	Q	W2	VSS_Q	521	17	VSS_fall_2022
VSS_Q_W3	39.78	VSS	Nov.	2022	fall	fall_2022	Q	W3	VSS_Q	521	17	VSS_fall_2022
VSS_R_W1	25.92	VSS	Dec.	2022	winter	winter_2022	R	W1	VSS_R	543	18	VSS_winter_2022
VSS_R_W2	25.92	VSS	Dec.	2022	winter	winter_2022	R	W2	VSS_R	543	18	VSS_winter_2022
VSS_R_W3	29.18	VSS	Dec.	2022	winter	winter_2022	R	W3	VSS_R	543	18	VSS_winter_2022
